Date,ProductID,OurPrice,CompetitorPrice,UnitsSold,Inventory
2024-02-03,P011,29.23,20.87,39,279
2024-02-04,P011,22.83,22.86,38,109
2024-02-05,P011,22.13,19.05,38,106
2024-02-06,P011,21.38,21.33,39,138
2024-02-07,P011,35.52,34.97,38,216
2024-02-08,P011,33.94,32.02,53,262
2024-02-09,P011,34.87,31.65,39,260
2024-02-10,P011,22.35,20.35,46,88
2024-02-11,P011,34.17,30.35,30,130
2024-02-12,P011,26.57,27.61,48,63
2024-02-13,P011,20.19,19.18,42,209
2024-02-14,P011,23.01,18.81,45,244
2024-02-15,P011,23.32,18.7,44,215
2024-02-16,P011,26.7,25.03,32,148
2024-02-17,P011,32.55,26.92,38,101
2024-02-18,P011,20.85,19.89,36,62
2024-02-19,P011,33.11,35.09,30,130
2024-02-20,P011,25.65,19.1,33,107
2024-02-21,P011,27.07,25.79,52,62
2024-02-22,P011,15.17,5.81,37,51
2024-02-23,P011,26.76,28.6,41,131
2024-02-24,P011,23.36,17.03,36,250
2024-02-25,P011,34.03,30.5,30,207
2024-02-26,P011,15.94,18.11,52,276
2024-02-27,P011,22.47,21.55,38,286
2024-02-28,P011,27.61,21.93,32,114
2024-02-29,P011,20.09,18.48,27,144
2024-01-01,P012,86.32,83.86,46,286
2024-01-02,P012,81.18,82.06,58,188
2024-01-03,P012,75.7,69.01,40,152
2024-01-04,P012,84.16,76.77,47,243
2024-01-05,P012,87.6,89.58,53,226
2024-01-06,P012,85.07,86.48,49,77
2024-01-07,P012,76.58,69.83,37,181
2024-01-08,P012,78.29,74.0,41,80
2024-01-09,P012,81.11,69.14,34,283
2024-01-10,P012,82.01,81.18,45,201
2024-01-11,P012,83.52,82.61,35,253
2024-01-12,P012,78.71,77.44,54,227
2024-01-13,P012,86.36,80.04,40,207
2024-01-14,P012,81.41,80.26,42,165
2024-01-15,P012,80.37,71.82,38,95
2024-01-16,P012,86.45,88.91,51,156
2024-01-17,P012,87.0,81.47,53,200
2024-01-18,P012,76.98,78.96,54,249
2024-01-19,P012,83.02,81.54,39,104
2024-01-20,P012,77.03,73.28,49,108
2024-01-21,P012,88.27,87.07,50,139
2024-01-22,P012,84.07,83.45,52,269
2024-01-23,P012,80.36,78.71,46,101
2024-01-24,P012,80.8,76.4,48,283
2024-01-25,P012,86.1,81.69,54,286
2024-01-26,P012,78.24,76.5,34,190
2024-01-27,P012,80.34,74.79,45,159
2024-01-28,P012,79.18,75.38,49,62
2024-01-29,P012,71.34,67.17,60,263
2024-01-30,P012,79.98,74.7,42,108
2024-01-31,P012,81.49,78.65,49,62
2024-02-01,P012,77.08,71.8,46,288
2024-02-02,P012,77.75,75.43,46,209
2024-02-03,P012,77.5,68.93,41,247
2024-02-04,P012,86.47,87.33,38,117
2024-02-05,P012,78.4,75.56,59,139
2024-02-06,P012,73.11,71.08,49,250
2024-02-07,P012,85.16,80.67,31,152
2024-02-08,P012,87.54,88.83,50,195
2024-02-09,P012,74.85,65.51,51,143
2024-02-10,P012,86.69,84.11,47,200
2024-02-11,P012,66.47,63.53,43,250
2024-02-12,P012,84.05,75.76,39,116
2024-02-13,P012,83.38,82.87,55,130
2024-02-14,P012,76.37,77.2,55,71
2024-02-15,P012,79.13,73.23,47,283
2024-02-16,P012,81.05,77.04,50,162
2024-02-17,P012,75.87,71.0,44,264
2024-02-18,P012,74.88,71.03,40,74
2024-02-19,P012,83.96,83.56,55,176
2024-02-20,P012,75.02,73.06,43,198
2024-02-21,P012,80.09,77.91,44,51
2024-02-22,P012,79.99,79.21,34,290
2024-02-23,P012,77.23,77.36,45,237
2024-02-24,P012,82.41,79.18,49,76
2024-02-25,P012,88.51,86.74,40,112
2024-02-26,P012,80.19,75.38,40,262
2024-02-27,P012,73.48,73.05,46,120
2024-02-28,P012,80.63,75.66,45,277
2024-02-29,P012,83.19,85.72,47,214
2024-01-01,P013,77.32,72.23,40,65
2024-01-02,P013,81.55,77.38,45,83
2024-01-03,P013,82.24,75.83,37,229
2024-01-04,P013,75.93,71.83,34,165
2024-01-05,P013,84.49,83.04,50,131
2024-01-06,P013,80.26,76.14,44,117
2024-01-07,P013,77.73,74.11,51,234
2024-01-08,P013,90.94,88.29,44,243
2024-01-09,P013,83.18,74.53,47,294
2024-01-10,P013,71.26,66.67,35,120
2024-01-11,P013,82.93,77.76,38,157
2024-01-12,P013,78.92,75.07,34,244
2024-01-13,P013,85.53,79.0,43,193
2024-01-14,P013,74.58,70.55,58,297
2024-01-15,P013,75.57,74.7,33,71
2024-01-16,P013,81.46,76.38,36,61
2024-01-17,P013,77.52,68.45,34,109
2024-01-18,P013,83.06,83.38,53,179
2024-01-19,P013,80.71,77.94,47,73
2024-01-20,P013,83.2,73.88,46,211
2024-01-21,P013,78.75,78.07,39,213
2024-01-22,P013,84.02,83.12,43,197
2024-01-23,P013,79.04,76.79,40,153
2024-01-24,P013,78.8,72.64,33,64
2024-01-25,P013,80.77,79.71,37,153
2024-01-26,P013,74.56,68.37,51,148
2024-01-27,P013,73.13,67.85,44,119
2024-01-28,P013,77.4,77.98,42,178
2024-01-29,P013,76.48,72.61,43,267
2024-01-30,P013,69.8,65.62,43,243
2024-01-31,P013,85.64,86.07,44,180
2024-02-01,P013,83.83,84.45,39,69
2024-02-02,P013,82.27,80.36,46,222
2024-02-03,P013,83.01,83.3,54,160
2024-02-04,P013,84.84,82.89,39,91
2024-02-05,P013,70.58,68.17,41,186
2024-02-06,P013,80.59,74.88,43,203
2024-02-07,P013,81.51,77.98,45,183
2024-02-08,P013,75.43,69.19,44,281
2024-02-09,P013,74.1,71.5,55,152
2024-02-10,P013,72.78,69.34,49,220
2024-02-11,P013,79.85,78.94,51,141
2024-02-12,P013,80.7,74.77,61,103
2024-02-13,P013,75.58,72.39,37,141
2024-02-14,P013,73.85,65.78,31,228
2024-02-15,P013,75.56,79.21,49,266
2024-02-16,P013,80.48,79.01,63,187
2024-02-17,P013,80.52,72.39,31,210
2024-02-18,P013,78.21,72.32,35,220
2024-02-19,P013,74.66,73.72,30,238
2024-02-20,P013,70.38,70.14,54,172
2024-02-21,P013,84.02,86.1,41,206
2024-02-22,P013,79.24,76.02,43,66
2024-02-23,P013,69.66,67.44,45,79
2024-02-24,P013,79.38,73.89,45,67
2024-02-25,P013,74.79,69.95,47,139
2024-02-26,P013,81.79,71.2,41,278
2024-02-27,P013,82.26,83.1,45,125
2024-02-28,P013,76.66,76.2,38,229
2024-02-29,P013,78.51,74.72,43,235
2024-01-01,P014,51.3,44.21,63,147
2024-01-02,P014,53.88,55.04,89,74
2024-01-03,P014,51.1,48.0,68,216
2024-01-04,P014,45.9,44.41,80,222
2024-01-05,P014,54.79,53.07,84,236
2024-01-06,P014,56.1,49.67,57,160
2024-01-07,P014,54.77,49.87,66,189
2024-01-08,P014,54.05,43.55,67,296
2024-01-09,P014,52.04,44.86,72,244
2024-01-10,P014,53.4,53.47,101,64
2024-01-11,P014,55.66,54.23,90,221
2024-01-12,P014,50.18,49.64,62,258
2024-01-13,P014,55.84,55.08,82,72
2024-01-14,P014,57.51,48.19,54,234
2024-01-15,P014,51.82,47.57,81,273
2024-01-16,P014,53.17,51.69,83,143
2024-01-17,P014,46.19,43.08,56,131
2024-01-18,P014,55.18,57.98,80,288
2024-01-19,P014,62.67,56.7,76,280
2024-01-20,P014,55.13,51.09,83,282
2024-01-21,P014,59.45,58.68,80,68
2024-01-22,P014,58.72,53.09,70,196
2024-01-23,P014,48.82,45.93,88,217
2024-01-24,P014,41.57,41.88,67,237
2024-01-25,P014,55.16,57.05,78,282
2024-01-26,P014,49.71,43.19,76,200
2024-01-27,P014,55.88,53.28,71,198
2024-01-28,P014,65.47,58.39,73,164
2024-01-29,P014,49.94,49.08,76,140
2024-01-30,P014,57.02,50.78,73,139
2024-01-31,P014,47.13,44.25,74,295
2024-02-01,P014,61.67,54.24,71,291
2024-02-02,P014,56.8,53.28,67,124
2024-02-03,P014,55.82,53.19,66,201
2024-02-04,P014,48.17,44.19,67,202
2024-02-05,P014,57.3,54.85,78,260
2024-02-06,P014,44.95,44.46,71,274
2024-02-07,P014,48.46,43.54,66,174
2024-02-08,P014,60.63,62.67,63,284
2024-02-09,P014,45.17,42.46,69,122
2024-02-10,P014,44.67,46.11,91,203
2024-02-11,P014,64.14,56.7,75,62
2024-02-12,P014,50.63,46.68,78,58
2024-02-13,P014,50.66,43.57,67,122
2024-02-14,P014,48.72,48.97,76,89
2024-02-15,P014,44.92,37.74,83,80
2024-02-16,P014,52.14,50.39,65,62
2024-02-17,P014,62.25,56.11,78,148
2024-02-18,P014,62.11,56.26,79,108
2024-02-19,P014,52.67,49.0,89,154
2024-02-20,P014,59.33,54.25,70,266
2024-02-21,P014,51.28,49.67,85,129
2024-02-22,P014,53.91,51.55,70,204
2024-02-23,P014,49.12,48.76,92,183
2024-02-24,P014,46.95,47.64,79,75
2024-02-25,P014,48.61,42.43,55,238
2024-02-26,P014,58.58,51.81,78,69
2024-02-27,P014,57.36,52.24,75,295
2024-02-28,P014,55.39,51.28,64,76
2024-02-29,P014,55.31,55.25,81,214
2024-01-01,P015,60.34,58.47,70,165
2024-01-02,P015,67.7,63.86,77,173
2024-01-03,P015,55.59,53.58,63,128
2024-01-04,P015,57.43,52.68,72,128
2024-01-05,P015,63.43,58.24,59,271
2024-01-06,P015,58.0,55.39,47,127
2024-01-07,P015,59.85,50.45,56,208
2024-01-08,P015,57.35,51.39,46,179
2024-01-09,P015,59.52,54.83,64,134
2024-01-10,P015,64.65,60.6,67,129
2024-01-11,P015,62.73,57.25,62,183
2024-01-12,P015,62.74,58.33,57,100
2024-01-13,P015,51.4,47.17,72,232
2024-01-14,P015,62.59,62.29,78,176
2024-01-15,P015,53.47,49.92,64,220
2024-01-16,P015,62.77,62.78,60,237
2024-01-17,P015,57.91,53.55,70,278
2024-01-18,P015,63.25,61.95,77,231
2024-01-19,P015,59.83,56.76,70,242
2024-01-20,P015,57.24,56.99,77,267
2024-01-21,P015,51.34,46.79,71,265
2024-01-22,P015,51.75,49.23,63,109
2024-01-23,P015,49.29,42.6,60,147
2024-01-24,P015,56.16,56.06,62,256
2024-01-25,P015,56.52,54.39,68,221
2024-01-26,P015,66.99,63.49,53,103
2024-01-27,P015,58.48,54.51,76,72
2024-01-28,P015,58.71,56.44,65,286
2024-01-29,P015,63.11,53.41,49,59
2024-01-30,P015,57.27,50.18,68,154
2024-01-31,P015,53.48,51.74,66,195
2024-02-01,P015,55.33,50.67,80,128
2024-02-02,P015,57.77,56.01,45,241
2024-02-03,P015,60.19,55.24,62,129
2024-02-04,P015,58.22,55.77,71,128
2024-02-05,P015,65.62,66.77,67,120
2024-02-06,P015,59.84,59.43,75,50
2024-02-07,P015,67.89,66.94,81,139
2024-02-08,P015,64.63,62.77,62,123
2024-02-09,P015,58.81,56.45,66,257
2024-02-10,P015,53.52,54.73,77,287
2024-02-11,P015,47.44,37.54,54,62
2024-02-12,P015,64.92,58.6,56,150
2024-02-13,P015,54.94,51.22,56,159
2024-02-14,P015,55.76,51.97,76,170
2024-02-15,P015,62.05,57.29,58,99
2024-02-16,P015,60.04,62.0,81,158
2024-02-17,P015,60.29,59.11,61,66
2024-02-18,P015,65.07,60.12,58,197
2024-02-19,P015,66.8,69.08,51,204
2024-02-20,P015,50.78,47.19,62,141
2024-02-21,P015,63.99,62.24,66,125
2024-02-22,P015,55.74,55.94,66,148
2024-02-23,P015,50.13,50.27,68,103
2024-02-24,P015,55.66,52.27,61,235
2024-02-25,P015,53.29,57.5,74,120
2024-02-26,P015,59.93,61.79,61,75
2024-02-27,P015,58.06,54.16,51,203
2024-02-28,P015,58.01,56.65,65,93
2024-02-29,P015,69.77,68.81,70,198
2024-01-01,P016,36.27,29.71,61,133
2024-01-02,P016,42.05,38.83,65,132
2024-01-03,P016,38.76,31.76,42,172
2024-01-04,P016,24.68,24.76,51,68
2024-01-05,P016,36.78,32.67,43,236
2024-01-06,P016,26.72,26.5,67,230
2024-01-07,P016,43.43,42.14,50,198
2024-01-08,P016,35.91,34.42,63,296
2024-01-09,P016,34.17,31.68,57,218
2024-01-10,P016,35.41,34.04,57,219
2024-01-11,P016,30.52,24.22,59,185
2024-01-12,P016,31.74,22.56,48,173
2024-01-13,P016,25.45,22.72,64,270
2024-01-14,P016,33.22,22.95,57,135
2024-01-15,P016,22.63,21.88,58,215
2024-01-16,P016,33.28,30.7,52,239
2024-01-17,P016,32.65,28.84,61,59
2024-01-18,P016,26.59,27.36,52,88
2024-01-19,P016,18.99,14.1,41,145
2024-01-20,P016,36.1,31.49,52,74
2024-01-21,P016,38.4,34.76,50,275
2024-01-22,P016,37.51,35.48,53,137
2024-01-23,P016,36.97,34.78,50,226
2024-01-24,P016,33.91,33.96,64,196
2024-01-25,P016,26.8,26.82,52,257
2024-01-26,P016,35.09,31.43,40,106
2024-01-27,P016,26.33,23.85,42,52
2024-01-28,P016,33.47,33.91,60,252
2024-01-29,P016,33.63,35.65,71,176
2024-01-30,P016,34.81,32.39,58,217
2024-01-31,P016,36.38,35.27,49,252
2024-02-01,P016,33.76,33.19,48,155
2024-02-02,P016,42.76,38.9,53,192
2024-02-03,P016,35.37,30.25,53,75
2024-02-04,P016,24.4,20.43,54,254
2024-02-05,P016,31.06,26.97,61,129
2024-02-06,P016,29.57,29.56,54,58
2024-02-07,P016,36.81,34.05,54,246
2024-02-08,P016,29.37,17.69,54,215
2024-02-09,P016,27.95,21.3,57,100
2024-02-10,P016,35.49,30.72,60,132
2024-02-11,P016,28.8,23.87,37,264
2024-02-12,P016,38.57,34.09,53,195
2024-02-13,P016,33.98,35.98,65,255
2024-02-14,P016,40.3,32.71,50,219
2024-02-15,P016,28.1,20.83,55,140
2024-02-16,P016,33.62,33.79,63,239
2024-02-17,P016,28.1,30.5,66,248
2024-02-18,P016,33.1,29.9,46,288
2024-02-19,P016,33.28,30.15,54,265
2024-02-20,P016,21.65,17.12,55,76
2024-02-21,P016,24.91,14.02,46,263
2024-02-22,P016,36.46,34.7,46,245
2024-02-23,P016,31.26,29.22,65,256
2024-02-24,P016,29.79,29.58,57,86
2024-02-25,P016,30.34,29.73,51,149
2024-02-26,P016,31.53,26.51,62,273
2024-02-27,P016,25.86,22.68,67,151
2024-02-28,P016,39.2,33.31,53,162
2024-02-29,P016,28.28,23.52,35,118
2024-01-01,P017,28.4,23.25,74,277
2024-01-02,P017,11.81,9.27,81,92
2024-01-03,P017,8.11,13.03,83,178
2024-01-04,P017,16.32,17.81,102,287
2024-01-05,P017,1.61,0.33,74,169
2024-01-06,P017,6.61,2.66,83,219
2024-01-07,P017,12.68,10.13,68,279
2024-01-08,P017,25.77,22.06,74,290
2024-01-09,P017,16.88,15.56,78,66
2024-01-10,P017,18.75,14.76,98,88
2024-01-11,P017,10.77,6.77,77,250
2024-01-12,P017,14.07,10.17,72,260
2024-01-13,P017,8.8,9.87,90,258
2024-01-14,P017,17.54,8.24,80,197
2024-01-15,P017,12.86,7.69,76,108
2024-01-16,P017,14.28,9.87,77,209
2024-01-17,P017,22.03,19.66,67,221
2024-01-18,P017,20.55,17.27,82,87
2024-01-19,P017,19.34,11.63,79,228
2024-01-20,P017,20.45,16.58,72,199
2024-01-21,P017,13.78,9.72,69,256
2024-01-22,P017,8.79,2.12,69,182
2024-01-23,P017,17.08,18.86,91,157
2024-01-24,P017,22.45,22.37,84,168
2024-01-25,P017,16.63,12.89,74,119
2024-01-26,P017,15.96,16.57,73,123
2024-01-27,P017,9.06,5.79,71,187
2024-01-28,P017,11.73,6.35,68,251
2024-01-29,P017,16.68,12.95,66,201
2024-01-30,P017,10.97,5.29,75,117
2024-01-31,P017,11.19,9.68,72,51
2024-02-01,P017,16.55,13.23,73,267
2024-02-02,P017,11.16,7.66,88,106
2024-02-03,P017,22.07,23.88,98,89
2024-02-04,P017,25.72,17.32,73,166
2024-02-05,P017,26.39,26.47,81,124
2024-02-06,P017,7.61,3.26,93,69
2024-02-07,P017,10.88,5.35,74,194
2024-02-08,P017,10.48,6.99,72,215
2024-02-09,P017,19.61,18.65,67,142
2024-02-10,P017,24.63,21.62,72,182
2024-02-11,P017,17.14,13.16,62,272
2024-02-12,P017,11.44,5.73,68,151
2024-02-13,P017,4.79,7.92,71,230
2024-02-14,P017,18.56,13.81,80,286
2024-02-15,P017,14.62,9.77,73,275
2024-02-16,P017,16.42,14.86,80,113
2024-02-17,P017,20.85,13.78,68,165
2024-02-18,P017,7.96,1.8,79,240
2024-02-19,P017,18.41,12.8,74,100
2024-02-20,P017,22.67,20.7,90,279
2024-02-21,P017,17.66,16.48,75,98
2024-02-22,P017,19.85,16.1,86,139
2024-02-23,P017,11.7,11.46,76,172
2024-02-24,P017,18.8,13.65,76,204
2024-02-25,P017,13.89,12.98,78,188
2024-02-26,P017,12.98,3.92,76,249
2024-02-27,P017,15.59,16.13,77,64
2024-02-28,P017,22.19,21.61,71,120
2024-02-29,P017,22.4,20.29,81,274
2024-01-01,P018,66.96,69.51,106,184
2024-01-02,P018,55.42,55.36,102,122
2024-01-03,P018,55.28,53.68,80,174
2024-01-04,P018,66.46,61.36,73,51
2024-01-05,P018,58.71,57.98,99,178
2024-01-06,P018,64.17,59.27,99,241
2024-01-07,P018,65.34,62.3,84,84
2024-01-08,P018,64.34,59.05,83,64
2024-01-09,P018,65.3,67.33,106,92
2024-01-10,P018,60.22,60.98,89,210
2024-01-11,P018,62.48,57.25,106,181
2024-01-12,P018,70.57,69.0,85,237
2024-01-13,P018,58.07,52.26,75,266
2024-01-14,P018,73.01,78.03,86,265
2024-01-15,P018,55.3,53.92,80,85
2024-01-16,P018,57.87,53.39,79,115
2024-01-17,P018,66.92,67.35,100,103
2024-01-18,P018,59.71,53.0,89,272
2024-01-19,P018,66.47,67.07,102,261
2024-01-20,P018,56.5,51.3,102,181
2024-01-21,P018,55.81,58.65,97,130
2024-01-22,P018,60.44,54.71,109,155
2024-01-23,P018,56.58,56.14,77,234
2024-01-24,P018,54.34,48.07,98,53
2024-01-25,P018,55.99,54.07,104,63
2024-01-26,P018,65.11,62.58,83,106
2024-01-27,P018,57.58,52.05,106,285
2024-01-28,P018,58.48,54.94,99,163
2024-01-29,P018,65.06,60.31,88,203
2024-01-30,P018,53.71,45.28,88,280
2024-01-31,P018,59.32,55.81,72,285
2024-02-01,P018,57.6,56.89,90,155
2024-02-02,P018,66.12,65.88,85,278
2024-02-03,P018,55.58,52.58,95,52
2024-02-04,P018,67.74,64.42,91,235
2024-02-05,P018,56.13,55.64,111,149
2024-02-06,P018,59.29,57.76,85,173
2024-02-07,P018,65.49,63.35,118,281
2024-02-08,P018,59.69,59.8,104,264
2024-02-09,P018,61.79,60.34,93,227
2024-02-10,P018,60.93,57.62,99,260
2024-02-11,P018,55.24,50.98,87,166
2024-02-12,P018,59.48,60.08,89,210
2024-02-13,P018,57.75,54.93,99,75
2024-02-14,P018,50.93,39.43,86,95
2024-02-15,P018,68.92,67.95,98,239
2024-02-16,P018,62.43,58.91,88,216
2024-02-17,P018,61.93,60.67,109,153
2024-02-18,P018,62.25,56.84,89,58
2024-02-19,P018,59.4,52.92,107,83
2024-02-20,P018,59.54,53.73,86,196
2024-02-21,P018,63.42,57.25,82,246
2024-02-22,P018,56.64,53.06,93,257
2024-02-23,P018,65.5,65.89,87,295
2024-02-24,P018,60.0,58.94,80,292
2024-02-25,P018,65.77,64.35,83,127
2024-02-26,P018,62.57,56.92,105,198
2024-02-27,P018,59.02,59.75,118,93
2024-02-28,P018,65.79,62.68,108,293
2024-02-29,P018,64.04,59.39,83,264
2024-01-01,P019,77.38,77.63,43,223
2024-01-02,P019,87.45,83.63,33,70
2024-01-03,P019,89.16,85.76,32,110
2024-01-04,P019,88.31,83.85,24,247
2024-01-05,P019,92.17,87.54,24,196
2024-01-06,P019,81.84,79.91,39,54
2024-01-07,P019,79.41,78.12,22,210
2024-01-08,P019,87.95,81.7,22,125
2024-01-09,P019,86.62,83.86,24,264
2024-01-10,P019,88.51,83.08,20,85
2024-01-11,P019,85.89,81.43,21,259
2024-01-12,P019,82.29,80.04,25,259
2024-01-13,P019,93.03,89.57,26,70
2024-01-14,P019,87.38,86.59,39,69
2024-01-15,P019,93.94,92.08,24,239
2024-01-16,P019,88.66,86.53,24,238
2024-01-17,P019,89.25,86.9,34,83
2024-01-18,P019,83.59,79.67,21,271
2024-01-19,P019,89.69,80.84,20,290
2024-01-20,P019,81.27,81.89,25,183
2024-01-21,P019,95.17,91.4,19,110
2024-01-22,P019,86.93,79.12,17,150
2024-01-23,P019,90.56,85.15,18,95
2024-01-24,P019,85.86,86.65,23,273
2024-01-25,P019,87.12,80.13,13,158
2024-01-26,P019,95.13,93.8,24,159
2024-01-27,P019,91.88,85.73,18,260
2024-01-28,P019,86.17,82.67,23,226
2024-01-29,P019,87.51,88.98,26,208
2024-01-30,P019,81.89,80.69,34,157
2024-01-31,P019,90.69,87.26,27,124
2024-02-01,P019,89.18,86.11,29,67
2024-02-02,P019,87.5,80.66,21,276
2024-02-03,P019,89.86,83.92,17,233
2024-02-04,P019,91.62,91.46,21,237
2024-02-05,P019,90.01,87.98,16,170
2024-02-06,P019,84.59,82.04,31,263
2024-02-07,P019,78.04,77.39,31,273
2024-02-08,P019,83.85,83.76,21,278
2024-02-09,P019,87.15,84.07,27,67
2024-02-10,P019,85.14,83.64,17,200
2024-02-11,P019,87.53,87.44,24,91
2024-02-12,P019,83.15,76.49,20,155
2024-02-13,P019,88.93,87.96,23,274
2024-02-14,P019,85.1,83.23,24,234
2024-02-15,P019,84.23,84.92,27,152
2024-02-16,P019,88.6,83.13,27,56
2024-02-17,P019,86.37,83.37,25,299
2024-02-18,P019,89.37,89.37,30,56
2024-02-19,P019,81.68,80.63,22,58
2024-02-20,P019,90.2,91.44,23,165
2024-02-21,P019,87.87,82.26,29,76
2024-02-22,P019,87.01,83.27,25,262
2024-02-23,P019,86.9,86.98,28,259
2024-02-24,P019,87.28,87.97,25,271
2024-02-25,P019,93.25,93.98,28,285
2024-02-26,P019,80.97,80.33,25,285
2024-02-27,P019,94.19,91.75,26,293
2024-02-28,P019,88.9,81.73,27,106
2024-02-29,P019,86.01,81.43,26,239
2024-01-01,P020,21.66,18.59,44,212
2024-01-02,P020,19.31,20.23,43,89
2024-01-03,P020,28.23,20.22,35,270
2024-01-04,P020,23.51,20.07,44,134
2024-01-05,P020,23.33,18.64,42,69
2024-01-06,P020,18.73,15.06,38,202
2024-01-07,P020,14.79,9.65,36,105
2024-01-08,P020,19.96,15.6,38,297
2024-01-09,P020,23.62,18.49,40,101
2024-01-10,P020,21.21,17.23,43,189
2024-01-11,P020,20.64,22.11,43,147
2024-01-12,P020,22.85,21.05,29,194
2024-01-13,P020,32.94,32.04,37,192
2024-01-14,P020,22.15,15.36,43,250
2024-01-15,P020,24.22,17.5,39,296
2024-01-16,P020,25.73,24.35,43,138
2024-01-17,P020,26.04,23.92,45,111
2024-01-18,P020,17.71,17.6,44,258
2024-01-19,P020,26.13,27.27,36,287
2024-01-20,P020,11.7,8.64,39,162
2024-01-21,P020,29.12,26.82,44,185
2024-01-22,P020,22.72,13.77,46,93
2024-01-23,P020,19.22,14.59,30,225
2024-01-24,P020,25.8,22.18,45,171
2024-01-25,P020,26.74,18.46,26,193
2024-01-26,P020,18.21,17.88,44,284
2024-01-27,P020,21.77,13.75,24,197
2024-01-28,P020,17.11,14.52,32,95
2024-01-29,P020,17.14,16.7,46,86
2024-01-30,P020,24.54,21.66,40,103
2024-01-31,P020,19.35,16.72,30,72
2024-02-01,P020,15.12,17.23,28,93
2024-02-02,P020,25.6,23.65,55,195
2024-02-03,P020,20.1,20.01,47,60
2024-02-04,P020,23.32,20.55,40,231
2024-02-05,P020,26.3,26.07,45,113
2024-02-06,P020,25.3,22.26,38,226
2024-02-07,P020,20.7,17.27,43,98
2024-02-08,P020,20.79,17.58,34,143
2024-02-09,P020,23.03,20.16,47,84
2024-02-10,P020,25.02,24.02,46,129
2024-02-11,P020,28.82,27.95,36,83
2024-02-12,P020,18.62,13.64,44,126
2024-02-13,P020,23.34,21.68,46,185
2024-02-14,P020,23.04,23.63,38,206
2024-02-15,P020,22.75,18.92,40,79
2024-02-16,P020,17.73,14.7,41,67
2024-02-17,P020,26.37,25.88,39,242
2024-02-18,P020,17.67,18.88,60,135
2024-02-19,P020,14.65,16.62,48,55
2024-02-20,P020,24.83,27.23,43,232
2024-02-21,P020,12.34,15.44,39,95
2024-02-22,P020,24.38,22.06,36,137
2024-02-23,P020,32.69,29.81,50,251
2024-02-24,P020,17.49,19.68,45,267
2024-02-25,P020,18.38,11.52,30,164
2024-02-26,P020,24.26,23.12,37,205
2024-02-27,P020,23.59,21.2,40,136
2024-02-28,P020,27.88,23.36,39,156
2024-02-29,P020,18.91,17.67,31,86
2024-01-01,P021,28.42,26.58,24,249
2024-01-02,P021,15.22,13.22,22,155
2024-01-03,P021,16.25,12.7,19,248
2024-01-04,P021,12.81,9.04,23,107
2024-01-05,P021,17.71,12.44,21,59
2024-01-06,P021,26.0,22.07,25,116
2024-01-07,P021,18.06,12.38,16,215
2024-01-08,P021,22.19,20.46,21,153
2024-01-09,P021,21.25,25.93,23,182
2024-01-10,P021,21.15,12.97,16,197
2024-01-11,P021,14.86,14.81,23,175
2024-01-12,P021,23.55,18.91,17,144
2024-01-13,P021,27.79,28.65,26,243
2024-01-14,P021,28.66,26.79,19,92
2024-01-15,P021,32.29,34.19,25,78
2024-01-16,P021,14.21,11.45,27,224
2024-01-17,P021,13.14,7.16,19,178
2024-01-18,P021,23.69,19.12,17,280
2024-01-19,P021,23.54,19.67,26,260
2024-01-20,P021,21.57,19.41,15,199
2024-01-21,P021,15.94,11.95,24,257
2024-01-22,P021,22.96,17.72,12,214
2024-01-23,P021,18.48,14.03,25,174
2024-01-24,P021,10.54,6.88,30,181
2024-01-25,P021,24.33,24.29,20,137
2024-01-26,P021,18.96,13.07,25,114
2024-01-27,P021,17.23,17.21,28,113
2024-01-28,P021,15.4,11.63,26,240
2024-01-29,P021,14.47,11.29,23,86
2024-01-30,P021,22.65,17.64,18,77
2024-01-31,P021,24.34,22.6,18,176
2024-02-01,P021,16.71,7.11,15,110
2024-02-02,P021,24.91,20.44,21,59
2024-02-03,P021,13.94,6.13,15,290
2024-02-04,P021,16.24,12.26,14,77
2024-02-05,P021,17.14,9.65,17,288
2024-02-06,P021,11.7,9.47,15,252
2024-02-07,P021,17.53,18.86,20,103
2024-02-08,P021,18.82,17.79,33,71
2024-02-09,P021,21.13,16.46,16,253
2024-02-10,P021,16.43,16.56,23,215
2024-02-11,P021,12.7,10.83,18,203
2024-02-12,P021,7.73,5.26,28,238
2024-02-13,P021,14.59,12.08,30,290
2024-02-14,P021,18.19,12.24,21,105
2024-02-15,P021,18.4,12.96,17,115
2024-02-16,P021,13.92,9.52,17,80
2024-02-17,P021,10.43,10.88,32,243
2024-02-18,P021,17.79,10.78,21,242
2024-02-19,P021,14.92,8.78,18,124
2024-02-20,P021,17.78,18.47,28,78
2024-02-21,P021,17.2,16.17,24,107
2024-02-22,P021,19.02,15.31,22,68
2024-02-23,P021,19.85,19.79,29,135
2024-02-24,P021,21.53,16.69,26,198
2024-02-25,P021,19.13,17.93,22,53
2024-02-26,P021,19.17,18.46,23,289
2024-02-27,P021,19.57,15.74,27,174
2024-02-28,P021,26.61,20.29,21,151
2024-02-29,P021,18.9,22.39,22,162
2024-01-01,P022,45.57,46.06,84,250
2024-01-02,P022,57.34,56.81,84,190
2024-01-03,P022,52.05,51.32,90,174
2024-01-04,P022,52.98,53.27,78,112
2024-01-05,P022,56.23,46.19,82,141
2024-01-06,P022,62.43,55.8,70,95
2024-01-07,P022,64.73,64.75,87,206
